Region,Month,Slope,Intercept,R-Value,P-Value,Std Coef,Std Intercept
ID,Jul,0.4709284080190316,2.1980409103446083e-15,0.4709284080190316,0.00143655436216993,0.13777203108499345,0.13777203108499345
ID,Aug,0.3695462138011223,2.8494461038956295e-15,0.3695462138011223,0.014732258641461429,0.14511858866872068,0.14511858866872068
ID,Sep,0.4336039628828014,1.445072435727454e-15,0.4336039628828015,0.0036758312293811847,0.14072873086903057,0.14072873086903057
ID,Oct,0.11470899308495736,-5.167631297812385e-16,0.11470899308495738,0.4638908433704765,0.1551428804011223,0.1551428804011223
ID,Nov,0.409726248448305,1.994332250217846e-15,0.40972624844830513,0.006362024057722677,0.14246303768230617,0.14246303768230617
ID,Dec,0.18613026702691157,6.926450210616035e-16,0.1861302670269116,0.23206772988741797,0.1534446371676904,0.1534446371676904
MI,Jan,0.2774040530133116,1.2410128327048651e-15,0.2774040530133117,0.07170480323518257,0.15004446425300208,0.15004446425300208
MI,Feb,0.07180447715872701,3.843429776290626e-16,0.07180447715872704,0.6472612578868164,0.15577063478075404,0.15577063478075404
MI,Mar,0.13240948583559678,7.291996162814771e-16,0.1324094858355968,0.3973198090105854,0.15479866767410141,0.15479866767410141
MI,Apr,0.003367776646250463,-7.743097861004011e-16,0.003367776646250463,0.982900028769998,0.15617287623097406,0.15617287623097406
MI,May,-0.03659561576948132,2.341505393342179e-16,-0.036595615769481324,0.8157768285271431,0.15606914984808404,0.15606914984808404
MI,Jun,0.3752358757967937,1.7593869693014232e-15,0.3752358757967937,0.013159512285985353,0.14476204507911639,0.14476204507911639
MI,Jul,0.3369735065943517,2.4698485994100653e-15,0.3369735065943517,0.027130034895170407,0.14703980345914855,0.14703980345914855
MI,Aug,0.3937834103078798,5.681128422422276e-16,0.3937834103078799,0.008985076503047156,0.1435554304234291,0.1435554304234291
MI,Sep,0.6293878656859861,3.233720300894302e-15,0.6293878656859861,6.15265395980522e-06,0.12136127426369694,0.12136127426369694
MI,Oct,0.20334700773161862,-1.3181580426412894e-15,0.20334700773161868,0.19092196450956614,0.1529107817703654,0.1529107817703654
MI,Nov,0.30873307605770306,1.4469674394496681e-15,0.30873307605770306,0.04397296858711737,0.14854447373355642,0.14854447373355642
MI,Dec,0.2473114924287254,1.1841391543817566e-15,0.24731149242872547,0.10984482783573406,0.15132238447028448,0.15132238447028448
PR,Jan,0.5873626627044243,2.7582616935186988e-15,0.5873626627044245,3.463575052203893e-05,0.12639515103974597,0.12639515103974597
PR,Feb,0.5698442537594574,3.0242159882599803e-15,0.5698442537594576,6.645497830068735e-05,0.1283362130192796,0.1283362130192796
PR,Mar,0.5514283378065012,9.886634529414783e-15,0.5514283378065012,0.00012683310027555234,0.13028362945511995,0.13028362945511995
PR,Apr,0.34739941999084534,4.975316667759056e-15,0.34739941999084545,0.022458141585193186,0.1464468306904211,0.1464468306904211
PR,May,0.5743735610598185,5.2587518129245284e-15,0.5743735610598185,5.635102597423265e-05,0.12784279717355074,0.12784279717355074
PR,Jun,0.5611172059475701,-3.2822727038192834e-15,0.5611172059475702,9.070166993157046e-05,0.12927070114823352,0.12927070114823352
PR,Jul,0.6271721594479509,-1.6099887497604854e-15,0.627172159447951,6.782531752201096e-06,0.1216407227235884,0.1216407227235884
PR,Aug,0.5826430626330062,-1.3484065815053777e-15,0.5826430626330062,4.143546687056788e-05,0.12692681409279558,0.12692681409279558
PR,Sep,0.5650329203928716,6.81211293451218e-16,0.5650329203928716,7.897184875272845e-05,0.12885402961531683,0.12885402961531683
PR,Oct,0.3613158141029972,-2.84990569862931e-15,0.3613158141029973,0.017287678246718306,0.14562320929321604,0.14562320929321604
PR,Nov,0.3522675404663969,1.0090271727525848e-14,0.35226754046639697,0.020519184266777707,0.14616292112084853,0.14616292112084853
PR,Dec,0.40460608357039135,6.375123228878457e-15,0.40460608357039146,0.007120666395404286,0.14281951061783466,0.14281951061783466
RI,Jan,0.26017740089532204,1.2217396356154344e-15,0.26017740089532204,0.0919922391698041,0.15079526744719832,0.15079526744719832
RI,Feb,0.22264173485150685,1.3798441034500668e-15,0.22264173485150685,0.15128089472462491,0.1522538523604344,0.1522538523604344
RI,Mar,0.2033740696320304,4.557434899058984e-16,0.2033740696320304,0.1908616578550802,0.15290990395282159,0.15290990395282159
RI,Apr,0.14930017897854692,2.0792650368689108e-16,0.14930017897854694,0.33930080328601764,0.15442335351605888,0.15442335351605888
RI,May,0.012935017138030476,1.720686257700453e-15,0.01293501713803048,0.9343886474879166,0.15616069626147686,0.15616069626147686
RI,Jun,0.22154998026189437,3.1020368812000854e-15,0.22154998026189449,0.15334827991439143,0.15229269045812566,0.15229269045812566
RI,Jul,0.3111604740451972,5.870814890998926e-15,0.3111604740451972,0.042253099978545684,0.14842088796786643,0.14842088796786643
RI,Aug,0.6425486564764127,5.675816833415091e-15,0.6425486564764129,3.393813667446171e-06,0.1196673462460402,0.1196673462460402
RI,Sep,0.6067512482267448,5.281132796674207e-15,0.6067512482267448,1.6091050818142618e-05,0.12414123769706109,0.12414123769706109
RI,Oct,0.3657963400246678,4.721863644593857e-15,0.3657963400246678,0.015853724491241984,0.14535012712157325,0.14535012712157325
RI,Nov,0.2593665221119329,8.158128902833142e-16,0.25936652211193295,0.0930465327010749,0.15082933395288928,0.15082933395288928
RI,Dec,0.17803426445804876,1.0575470401154065e-15,0.1780342644580488,0.2533704702990609,0.15367877495027285,0.15367877495027285
OR,Jan,0.23705252085532397,1.18649061580784e-15,0.23705252085532402,0.12587797453415248,0.15172231554084745,0.15172231554084745
OR,Feb,0.1457203697609358,8.366571260264265e-16,0.14572036976093583,0.35113760076497125,0.1545067347049593,0.1545067347049593
OR,Mar,0.10422829896881877,-4.4249674385895785e-17,0.1042282989688188,0.5059570887695863,0.1553231455820858,0.1553231455820858
OR,Apr,0.10338663089143582,-4.71621255807648e-16,0.10338663089143582,0.5094170427541418,0.15533686482757855,0.15533686482757855
OR,May,0.1061706862605202,-1.8491336755323546e-16,0.1061706862605202,0.4980179592476405,0.1552910552430869,0.1552910552430869
OR,Jun,0.24191446866297298,1.4822742961147172e-15,0.24191446866297303,0.11807375121363979,0.15153502290596066,0.15153502290596066
OR,Jul,0.5185403763784799,2.234892276404898e-15,0.5185403763784802,0.0003678186300147825,0.13353686602192538,0.13353686602192538
OR,Aug,0.5542281673422433,5.649902869130298e-15,0.5542281673422433,0.00011524281305285617,0.1299935400387883,0.1299935400387883
OR,Sep,0.37010899840460054,2.118815472193273e-15,0.3701089984046006,0.014569901758892806,0.14508360325738034,0.14508360325738034
OR,Oct,0.12004276731134209,-7.603285072134538e-16,0.12004276731134211,0.4432264318394389,0.15504442589269687,0.15504442589269687
OR,Nov,0.409338285863124,2.756763742307472e-15,0.409338285863124,0.006416948167749863,0.14249023652702592,0.14249023652702592
OR,Dec,0.1067732995827103,2.8265043753556795e-16,0.10677329958271033,0.4955679354542025,0.15528097762476553,0.15528097762476553
GA,Jan,0.3234161082343993,4.828953467604781e-16,0.3234161082343994,0.03438636401212553,0.14778049154516176,0.14778049154516176
GA,Feb,0.23073320281551213,6.353795099919212e-16,0.23073320281551213,0.13659178802912597,0.15195973384488146,0.15195973384488146
GA,Mar,0.2897122049172046,9.371276760020846e-16,0.2897122049172047,0.059507370071442835,0.14947606369452612,0.14947606369452612
GA,Apr,0.3126329371535527,6.065143767642682e-17,0.3126329371535528,0.04123679855618398,0.14834539842647898,0.14834539842647898
GA,May,0.1964319267126596,-3.552882403774186e-15,0.19643192671265966,0.20677744182286817,0.15313110102672603,0.15313110102672603
GA,Jun,0.06917611932268368,6.644481559602439e-16,0.0691761193226837,0.6593722448362506,0.15579964185714915,0.15579964185714915
GA,Jul,0.15959481233630882,-2.5982167323232337e-15,0.15959481233630884,0.30665513299487396,0.15417202111446954,0.15417202111446954
GA,Aug,0.26239517296655024,1.785290399791408e-15,0.26239517296655024,0.08915589333110756,0.15070151189652636,0.15070151189652636
GA,Sep,0.28635506153535756,1.8815794272025042e-16,0.28635506153535756,0.06265667458105603,0.14963376255353875,0.14963376255353875
GA,Oct,0.4105239993133858,5.794769023168595e-15,0.4105239993133859,0.006250364188536913,0.14240701253524435,0.14240701253524435
GA,Nov,0.22108135881532706,3.4638943449318235e-15,0.22108135881532712,0.15424199488425983,0.15230929962033915,0.15230929962033915
GA,Dec,0.28280299229410194,2.1263714872518145e-15,0.282802992294102,0.06613184483924396,0.1497984391749665,0.1497984391749665
IL,Jan,0.3236335848925747,1.5734805082273142e-15,0.3236335848925747,0.03425848953028831,0.1477688787600074,0.1477688787600074
IL,Feb,0.11702343675965014,5.933147188242455e-16,0.11702343675965017,0.4548612940915905,0.15510071592111663,0.15510071592111663
IL,Mar,0.16361564673418946,1.7207722375754557e-15,0.1636156467341895,0.2944683511766331,0.1540691894100095,0.1540691894100095
IL,Apr,0.2322948575893785,5.445728672963715e-16,0.23229485758937857,0.1338832207561355,0.15190169310843132,0.15190169310843132
IL,May,0.09910748210601267,-5.949175065340832e-16,0.09910748210601267,0.52719052943522,0.15540487695133218,0.15540487695133218
IL,Jun,0.3871244019966283,8.016053361606452e-16,0.3871244019966284,0.010329338264055054,0.14399650210680107,0.14399650210680107
IL,Jul,0.09761714279404675,1.4132939334150875e-15,0.09761714279404679,0.5334513752295702,0.15542788253428302,0.15542788253428302
IL,Aug,0.06721627621917622,-1.1588381610658233e-15,0.06721627621917624,0.6684593496031761,0.15582056379923945,0.15582056379923945
IL,Sep,0.440025517880151,-1.3559534931595765e-15,0.4400255178801511,0.003150277515003573,0.14024173760404762,0.14024173760404762
IL,Oct,0.1424807275615576,-1.0929885463322333e-15,0.14248072756155764,0.3620639455141955,0.15458041101668113,0.15458041101668113
IL,Nov,0.2862311009495035,1.2280893483559927e-15,0.28623110094950355,0.06277545221029857,0.14963954714410738,0.14963954714410738
IL,Dec,0.32821757364911597,1.5352196089383185e-15,0.32821757364911597,0.031652873301477036,0.14752207146546126,0.14752207146546126
MT,Jan,0.3276027052815909,1.5739763548595365e-15,0.3276027052815909,0.03199256888057145,0.14755540236840545,0.14755540236840545
MT,Feb,-0.03726704431594343,-1.9920211294568418e-16,-0.03726704431594343,0.8124569284198127,0.1560652746025821,0.1560652746025821
MT,Mar,0.038976583202786345,3.7728365332006393e-16,0.03897658320278635,0.8040188258277743,0.15605508923812114,0.15605508923812114
MT,Apr,-0.04246351189354386,-6.943899810477669e-16,-0.042463511893543866,0.7868766774775604,0.1560328960123213,0.1560328960123213
MT,May,-0.1429090327790684,-2.2151561396435045e-15,-0.1429090327790684,0.36060775372608633,0.1545707674655261,0.1545707674655261
MT,Jun,0.04092800844197506,-4.694912384008088e-16,0.04092800844197507,0.7944136567752329,0.15604290358470546,0.15604290358470546
MT,Jul,0.4056523797734491,-1.0058591647070047e-16,0.4056523797734491,0.006959582156330418,0.14274710255349488,0.14274710255349488
MT,Aug,0.19875540342209846,5.1435465473400134e-15,0.19875540342209846,0.20135057342038995,0.15305795886195617,0.15305795886195617
MT,Sep,0.4139560638156929,1.2808575586057579e-15,0.413956063815693,0.005789129917994157,0.14216448539650853,0.14216448539650853
MT,Oct,-0.014914388767851594,-1.0147564247474651e-15,-0.014914388767851597,0.9243755951830877,0.1561563913554708,0.1561563913554708
MT,Nov,0.3808507710817196,1.9315339952799507e-15,0.3808507710817196,0.011749871145770413,0.14440396337430053,0.14440396337430053
MT,Dec,0.21029979978845542,9.838725111538543e-16,0.21029979978845542,0.1758686500362168,0.15268123930059085,0.15268123930059085
LA,Jan,0.2645625993132354,1.115096206471796e-15,0.2645625993132354,0.08644992978156049,0.15060905869855243,0.15060905869855243
LA,Feb,0.19036197341911965,-1.705718361505207e-16,0.19036197341911965,0.22143476156043373,0.15331796380803972,0.15331796380803972
LA,Mar,0.21539004131578476,2.666775195094218e-16,0.21539004131578482,0.1654018070323372,0.15250806696792238,0.15250806696792238
LA,Apr,0.18570197319052634,-1.057314506177002e-15,0.18570197319052636,0.23316301446107257,0.15345729342776204,0.15345729342776204
LA,May,0.12875374182670346,-2.557897614158677e-15,0.1287537418267035,0.4105939327014986,0.1548738648034636,0.1548738648034636
LA,Jun,0.13843303815629576,7.044511360269556e-16,0.1384330381562958,0.3760001903162462,0.154670089020881,0.154670089020881
LA,Jul,0.11433454792532705,1.7225864167656404e-15,0.11433454792532705,0.4653606762132313,0.15514962181719086,0.15514962181719086
LA,Aug,0.023326328185825678,-6.344606838025655e-16,0.02332632818582568,0.8819689090713141,0.15613126766214844,0.15613126766214844
LA,Sep,0.23253096829259043,1.721577956539413e-15,0.23253096829259048,0.13347721154185618,0.1518928817665241,0.1518928817665241
LA,Oct,0.4216274988054576,-2.842715655027831e-15,0.4216274988054577,0.0048636344593041055,0.1416135459494153,0.1416135459494153
LA,Nov,0.28556292890509644,4.474844969403918e-16,0.28556292890509644,0.06341877719469995,0.14967068025397096,0.14967068025397096
LA,Dec,0.31189340321246745,1.6399048698343848e-15,0.31189340321246745,0.041744708069427205,0.14838336185019033,0.14838336185019033
MA,Jan,0.27264188536448963,1.2781173955904547e-15,0.27264188536448974,0.07692212817521447,0.1502572105607091,0.1502572105607091
MA,Feb,0.21734980939399554,9.239065704272673e-16,0.2173498093939956,0.16149485469130934,0.1524402370188103,0.1524402370188103
MA,Mar,0.23491030802754093,1.2435981912103975e-15,0.23491030802754093,0.12943682815573812,0.1518035594542681,0.1518035594542681
MA,Apr,0.2015293470271268,1.1687580536793688e-15,0.2015293470271268,0.1950035327825824,0.1529694631001297,0.1529694631001297
MA,May,0.06655333055268578,7.502903594575878e-16,0.0665533305526858,0.671543895418607,0.1558275042406252,0.1558275042406252
MA,Jun,0.3891004002625594,3.2197756741819233e-15,0.38910040026255954,0.009913555687284992,0.14386654372305413,0.14386654372305413
MA,Jul,0.37967790982510513,-1.3942945697154547e-15,0.37967790982510513,0.01203315865427865,0.1444792739622352,0.1444792739622352
MA,Aug,0.5812811550825513,8.575263117190078e-15,0.5812811550825514,4.361265476711836e-05,0.12707902465000834,0.12707902465000834
MA,Sep,0.5917944304739032,2.2426027650372438e-15,0.5917944304739035,2.9195191791226652e-05,0.1258899395484558,0.1258899395484558
MA,Oct,0.31386272154910844,1.8401798210466246e-15,0.3138627215491085,0.04040335161672447,0.1482820476627834,0.1482820476627834
MA,Nov,0.21215182659676143,-7.321814736073062e-16,0.2121518265967615,0.17200675494874643,0.152618734462925,0.152618734462925
MA,Dec,0.2128811229292583,1.2334851350863755e-15,0.2128811229292583,0.17050289852122416,0.15259396365489578,0.15259396365489578
NE,Jan,0.22496855798302196,1.2177417396551873e-15,0.22496855798302204,0.1469430852034324,0.15217040735988757,0.15217040735988757
NE,Feb,-0.08373037060410878,-5.356682320829198e-16,-0.08373037060410879,0.5934684433350605,0.15562534944919124,0.15562534944919124
NE,Mar,0.1271649283427526,2.5056920403429915e-16,0.12716492834275261,0.4164410909924554,0.15490587866150285,0.15490587866150285
NE,Apr,0.07129959563629402,9.099823408828076e-16,0.07129959563629404,0.6495808130649818,0.15577629110300237,0.15577629110300237
NE,May,-0.14179624620814696,7.850702048937216e-16,-0.14179624620814696,0.36439846063418535,0.1545957611952649,0.1545957611952649
NE,Jun,0.3299196529181305,4.311317223349786e-15,0.3299196529181306,0.03072802741113696,0.14742943931270325,0.14742943931270325
NE,Jul,0.27093358495240216,-2.811880816215674e-15,0.2709335849524022,0.07886466303765832,0.15033255757468936,0.15033255757468936
NE,Aug,0.17209519671742493,7.380052549748101e-16,0.172095196717425,0.26980658576285543,0.15384369984538476,0.15384369984538476
NE,Sep,0.5009641353913944,1.2438293633546216e-15,0.5009641353913946,0.0006224410768555648,0.13516340021379653,0.13516340021379653
NE,Oct,0.06872481037725127,-1.0933647878455345e-15,0.06872481037725127,0.6614605795882724,0.1558045132599221,0.1558045132599221
NE,Nov,0.49900968735965323,1.896946562350899e-15,0.49900968735965334,0.0006587983580071781,0.13533962085689583,0.13533962085689583
NE,Dec,0.2705934189875151,1.0309977037617227e-15,0.27059341898751516,0.07925601829382074,0.15034750004821323,0.15034750004821323
DE,Jan,0.29528011609194355,2.0185341004840124e-15,0.29528011609194355,0.05456406371469104,0.14921008703892677,0.14921008703892677
DE,Feb,0.22729221870722457,8.25834233807497e-16,0.22729221870722463,0.1427032636011814,0.15208616358508084,0.15208616358508084
DE,Mar,0.28390537884294276,6.982439083343982e-16,0.2839053788429428,0.06503734285900349,0.14974757100225122,0.14974757100225122
DE,Apr,0.3830786439995063,3.506596829254914e-15,0.3830786439995064,0.011227419867650646,0.14426016069481934,0.14426016069481934
DE,May,0.11711661356111808,-1.8545493209008924e-15,0.1171166135611181,0.45449978288169013,0.15509900054937178,0.15509900054937178
DE,Jun,0.243473651792974,-4.1523823901579716e-16,0.2434736517929741,0.11565005847793683,0.15147410475645848,0.15147410475645848
DE,Jul,0.22145455875709094,4.5113155084151936e-15,0.22145455875709102,0.15352995155945762,0.15229607544274085,0.15229607544274085
DE,Aug,0.3644310847612019,-4.948260778198286e-16,0.36443108476120195,0.016279585847220557,0.1454337485961432,0.1454337485961432
DE,Sep,0.3845831178202003,1.2415510725195533e-15,0.38458311782020044,0.010885954775911432,0.14416249516394672,0.14416249516394672
DE,Oct,0.2928336204988693,1.4035659465265468e-15,0.29283362049886935,0.05669387032311536,0.14932763705335864,0.14932763705335864
DE,Nov,0.18184448778980156,3.1887209119975144e-16,0.18184448778980156,0.2431869645404812,0.15356992387361507,0.15356992387361507
DE,Dec,0.16536500470435814,8.966119539955807e-16,0.16536500470435817,0.2892651988631197,0.154023629420874,0.154023629420874
NY,Jan,0.2547293027751982,1.1684955241864057e-15,0.25472930277519823,0.09925614504106724,0.15102196434565734,0.15102196434565734
NY,Feb,0.1797855915159839,8.578964201228922e-16,0.17978559151598392,0.24865478645725825,0.15362903856314175,0.15362903856314175
NY,Mar,0.24190107749524364,1.2298295519467324e-15,0.2419010774952437,0.118094732139541,0.1515355443055088,0.1515355443055088
NY,Apr,0.11931960004442432,2.432346708556372e-16,0.11931960004442435,0.4459981100869582,0.15505804051364974,0.15505804051364974
NY,May,0.11901379502610232,4.845039010491243e-16,0.11901379502610232,0.44717301990329095,0.15506377260808166,0.15506377260808166
NY,Jun,0.40928067358568637,4.9098104923754155e-15,0.4092806735856865,0.006425139291293933,0.14249427290410455,0.14249427290410455
NY,Jul,0.37488271252386984,-1.7213944092033595e-15,0.37488271252386984,0.013252791490802359,0.14478436041489387,0.14478436041489387
NY,Aug,0.5131881533257764,2.785806051637736e-16,0.5131881533257765,0.0004330258437007651,0.13404021232142488,0.13404021232142488
NY,Sep,0.5747388441014378,-5.585279383388838e-16,0.5747388441014378,5.5600573599946806e-05,0.1278027501785221,0.1278027501785221
NY,Oct,0.26853215823273924,3.02233760168085e-15,0.26853215823273924,0.08166008293594043,0.15043761205837464,0.15043761205837464
NY,Nov,0.24115605652250913,1.3063833591610613e-15,0.24115605652250918,0.11926645278202001,0.15156450421073742,0.15156450421073742
NY,Dec,0.159039207654897,7.104886298689461e-16,0.15903920765489704,0.30836405457613414,0.15418602404385187,0.15418602404385187
IN,Jan,0.34847825341572797,1.6548586666096765e-15,0.348478253415728,0.022015722868206328,0.14638430101222316,0.14638430101222316
IN,Feb,0.13125344366154376,7.404122274327029e-16,0.1312534436615438,0.4014902372888022,0.1548226785498207,0.1548226785498207
IN,Mar,0.18800627132565567,5.594165018611109e-16,0.18800627132565573,0.22731164744842616,0.15338884447164636,0.15338884447164636
IN,Apr,0.2915946093240982,1.2609278791518049e-15,0.29159460932409825,0.057797622615068746,0.14938676140557763,0.14938676140557763
IN,May,0.15315099732703874,-1.510171647770223e-16,0.15315099732703877,0.3268466672989101,0.1543313486339189,0.1543313486339189
IN,Jun,0.38347166650055486,-1.980713630065497e-15,0.383471666500555,0.011137345208586807,0.14423469027191851,0.14423469027191851
IN,Jul,0.16731600808873814,3.5350962639267757e-15,0.16731600808873817,0.2835330635586653,0.15397223010923414,0.15397223010923414
IN,Aug,0.15352146613234524,-1.171721901335137e-15,0.15352146613234524,0.32566378779440674,0.15432237081058403,0.15432237081058403
IN,Sep,0.445800275087185,8.205067076882415e-16,0.4458002750871851,0.0027351938205137176,0.13979620312477087,0.13979620312477087
IN,Oct,0.19468238976769647,-1.73596304620451e-16,0.19468238976769647,0.21093067424398868,0.1531855854450888,0.1531855854450888
IN,Nov,0.20800210781311046,9.059931599705697e-16,0.20800210781311054,0.180745887727643,0.15275798834608934,0.15275798834608934
IN,Dec,0.26541675351296,1.3508190880216178e-15,0.2654167535129601,0.0854012579939168,0.15057239948509335,0.15057239948509335
UT,Jan,0.2908143783776386,1.4741584016026553e-15,0.2908143783776386,0.05850145641746586,0.14942385264651525,0.14942385264651525
UT,Feb,0.1711000798379431,6.830023489062495e-16,0.17110007983794312,0.272627856126581,0.1538707695564333,0.1538707695564333
UT,Mar,0.24771225792382315,3.4689205347483745e-16,0.2477122579238232,0.10925164412045138,0.15130639543447166,0.15130639543447166
UT,Apr,0.14129876277105982,1.7919344513168225e-15,0.14129876277105982,0.36610086489837435,0.1546068704212332,0.1546068704212332
UT,May,0.06620925809606515,5.705285744358186e-16,0.06620925809606516,0.6731468978453969,0.15583107913052707,0.15583107913052707
UT,Jun,0.3188791871796042,1.3085374829413334e-15,0.31887918717960423,0.03714483468872811,0.14802076848213175,0.14802076848213175
UT,Jul,0.5989170975841196,-1.628573811150241e-15,0.5989170975841197,2.2065843900603172e-05,0.12506567155107867,0.12506567155107867
UT,Aug,0.42541081890928867,1.6378227039802842e-15,0.4254108189092888,0.0044566908443022055,0.14133730931278807,0.14133730931278807
UT,Sep,0.5373222858833231,4.197231663056231e-15,0.5373222858833231,0.0002029559615521251,0.13171335849923985,0.13171335849923985
UT,Oct,0.2899687008946268,1.3018858864615051e-16,0.2899687008946268,0.05927205090533205,0.1494639325529156,0.1494639325529156
UT,Nov,0.45389556310447643,2.1493369367122787e-15,0.45389556310447654,0.002234463271579317,0.1391593942907469,0.1391593942907469
UT,Dec,0.23743625811974203,1.2705339841271146e-15,0.23743625811974214,0.12524830040589496,0.151707679704166,0.151707679704166
SC,Jan,0.3839616209164542,1.5207175495617417e-15,0.38396162091645436,0.011025921108012244,0.1442028951422104,0.1442028951422104
SC,Feb,0.24393565556628333,2.024250038613812e-15,0.24393565556628338,0.11493917363111145,0.15145597411849307,0.15145597411849307
SC,Mar,0.2945052602928488,1.8477300610758246e-15,0.2945052602928488,0.05523154887047295,0.14924743341829147,0.14924743341829147
SC,Apr,0.2973508442641283,3.4437562099304663e-15,0.2973508442641283,0.05281201796924249,0.14910975458557693,0.14910975458557693
SC,May,0.18712338084752775,6.585625225920176e-16,0.18712338084752778,0.2295415659860844,0.1534151740150023,0.1534151740150023
SC,Jun,0.07696214490199411,1.6510188734572829e-15,0.07696214490199411,0.6237575776755953,0.15571055294626415,0.15571055294626415
SC,Jul,0.11983640508353982,-2.900946511138348e-16,0.11983640508353982,0.44401638694528267,0.15504831945641928,0.15504831945641928
SC,Aug,0.3007878173574154,-5.240574768670365e-16,0.30078781735741544,0.050004138091096405,0.1489415246959857,0.1489415246959857
SC,Sep,0.37891874249325636,1.6141102194117528e-15,0.3789187424932565,0.012219614522780316,0.1445278761690451,0.1445278761690451
SC,Oct,0.37458890048212906,3.497861142007728e-15,0.3745889004821291,0.013330822770964661,0.1448029068933717,0.1448029068933717
SC,Nov,0.20257319988422667,-1.0165929622090532e-17,0.20257319988422673,0.19265208982587353,0.1529358305326098,0.1529358305326098
SC,Dec,0.2884456917031892,1.4572673645733771e-15,0.2884456917031893,0.06068027859625856,0.1495357925126524,0.1495357925126524
NM,Jan,0.2603395230209223,2.7258175451004427e-15,0.2603395230209223,0.09178256294623935,0.15078844271825365,0.15078844271825365
NM,Feb,0.1501963962647774,1.9032730689462042e-15,0.15019639626477743,0.33637646281809264,0.15440215486846737,0.15440215486846737
