Region,Month,Combined Slope,Estimated Combined Slope SE,P-Value,Combined Intercept
UT,Nov,4.357319703078254,1.311478528357361,0.000892311819368105,-54.59095639880853
UT,Dec,1.358199535831701,1.0029807093810164,0.1756843265880017,-17.645349254155448
NE,Jan,2.298682127062036,1.551865564837432,0.13854318376175329,-31.054355881568256
NE,Feb,-0.6280781386802499,2.0921270491391235,0.764016730878166,13.003526268869214
NE,Mar,1.9081134373954078,1.7006279116584417,0.2618602096393975,-16.804647143180784
NE,Apr,0.626823826790301,1.358881350311722,0.6445982401329469,7.520408223077095
NE,May,-0.9861595129696927,1.106815251491146,0.37293541135732333,36.12490832946971
NE,Jun,3.3426635987177247,1.1860449911822442,0.0048274493988902205,-20.018580881199988
NE,Jul,1.9445591385360113,1.0906249942637345,0.07459006859096347,3.1312662427031377
NE,Aug,1.116665658442544,1.1399064807040145,0.3272778563819091,13.805106343061624
NE,Sep,4.116325526970745,1.0275877941225373,6.180428163048104e-05,-33.57277521723452
NE,Oct,0.6239363124645785,1.2530977436549258,0.6185438702642493,8.183958775617327
NE,Nov,5.992895879605085,1.7011498173087427,0.0004269326831167498,-77.16883926502243
NE,Dec,2.8665800247249216,1.6279285533936354,0.07825942348985294,-38.890200769714056
NH,Jan,3.0969159936173685,1.4176679716224123,0.02892447574451407,-48.19620624662566
NH,Feb,1.813195582738655,1.5596260018958448,0.24499849546949715,-28.196511783412525
NH,Mar,1.8710759583699406,1.3901409293847617,0.17831498240949484,-24.106185653098773
NH,Apr,0.7310697840410579,0.9685136966601341,0.45034690759739326,-0.2228746072292438
NH,May,0.5223463136181841,1.0574440059687733,0.6213269004752293,9.771116449097303
NH,Jun,1.5269947174528888,0.8113050462670773,0.05981616673857669,0.009198750162785707
NH,Jul,2.133010926807192,0.752497756317892,0.004588676210910989,-5.97368514160809
NH,Aug,2.819606056168023,0.6198356111294251,5.391224440373657e-06,-16.450396543424354
NH,Sep,3.506140205839726,0.6783542419837418,2.358569246034519e-07,-30.44425591920856
NH,Oct,1.8956298525682183,0.9664072585528592,0.0498180702913278,-14.248837017160685
NH,Nov,1.5581213472504478,1.1940216627380165,0.1919147855850145,-16.46713368527111
NH,Dec,2.2774628972156536,1.6117496339130828,0.15764465745309408,-33.27157911940358
PA,Jan,2.871551943193784,1.473483887251761,0.051317161676490065,-40.93959014622404
PA,Feb,1.7051896550443018,1.614822304530485,0.29098595401832317,-22.321864918554695
PA,Mar,2.7514467395665214,1.5827568975514656,0.0821423426609676,-31.96182941410395
PA,Apr,1.5177650207743976,1.0492702779409098,0.14803819702180046,-7.399989272686848
PA,May,1.1161792005158373,1.1621479740586718,0.33683130382378057,4.172742674919043
PA,Jun,1.4980280935937746,0.7383795998070698,0.04247817382699531,3.2286235702137756
PA,Jul,2.1320692727830544,0.9124474948309764,0.019457456856809722,-3.0983416119023612
PA,Aug,2.6364547881151896,0.8278775826143465,0.0014495673606819187,-10.89104271350962
PA,Sep,3.2497249283214145,0.8364981426989879,0.00010236532035843302,-23.619707193413937
PA,Oct,1.723004605782569,1.0649281498858079,0.10567254261587372,-8.561809236225393
PA,Nov,2.0793715764332044,1.3533711085443891,0.12443085216991596,-20.623211331541278
PA,Dec,1.997470271062706,1.7598723002367982,0.25637169711597263,-25.673577369760622
AZ,Jan,1.6254469326454983,1.1654966820778905,0.16312477858535424,-11.249923910386055
AZ,Feb,1.320563590631173,1.3246094424270403,0.31879090312253144,-4.562316901098864
AZ,Mar,2.1635843089218785,1.2249515455303264,0.07735204845740377,-12.768813198255552
AZ,Apr,1.2010093703284959,1.1352777080851262,0.29010140350892577,5.557002173053559
AZ,May,0.535319014617775,1.3009557412327692,0.6807196195158409,19.990514725025378
AZ,Jun,2.6081931582787408,0.8546147115941208,0.002274027017871064,-3.8561798113387766
AZ,Jul,2.2421301024859863,0.6654468934628712,0.0007534297195150172,2.1782472199885987
AZ,Aug,2.1154426623928493,0.8426817943464809,0.012060489556210552,2.7449492594259013
AZ,Sep,2.501220849091701,0.7808099941630603,0.0013583083565286795,-5.493738908368774
AZ,Oct,2.8561923111108163,1.1116776968514472,0.01019150941385069,-16.74789776855998
AZ,Nov,4.342900691632058,1.1857469871824629,0.00024968157850897214,-45.13345091306283
AZ,Dec,1.6455045730352262,1.0121709935134615,0.10400966545535835,-11.903420966719041
OH,Jan,2.920560306064376,1.5863533934054108,0.06561382625282623,-40.4394512535266
OH,Feb,1.2349492231242196,1.8260218382750408,0.4988464891809491,-14.140062197101749
OH,Mar,2.5071041300281127,1.6004145677128636,0.1172236121175746,-26.481829642241696
OH,Apr,1.379726673395604,1.115342467929662,0.21607109233543775,-3.676620220406411
OH,May,1.0786725108736435,1.2434312968222143,0.3856699348842878,6.1968121220639425
OH,Jun,1.412614695219313,0.8055663949112523,0.07950471931643742,6.018599621136243
OH,Jul,1.146723993420157,0.8861419700067663,0.19564348233011963,12.083606624122721
OH,Aug,1.7175388675221424,0.8104360256642058,0.03406701854758225,3.4957626161843987
OH,Sep,3.086432980019433,0.8890583227444349,0.0005174140535328634,-19.657396321079034
OH,Oct,1.5235311874092314,1.0635501111735812,0.1520019469626651,-4.073631912256641
OH,Nov,1.616019905403072,1.427420081766133,0.2575813128748541,-12.658721854866236
OH,Dec,2.5135340463809674,1.9021426324324626,0.18636053248968165,-32.013052045898874
NJ,Jan,2.744132041027589,1.3651225986722022,0.04441292450092543,-36.150124826601925
NJ,Feb,2.025329742340852,1.5414429274209658,0.18887377132211425,-24.261001743983257
NJ,Mar,2.122161365133007,1.3738001000262388,0.12240962361376678,-21.11196964633016
NJ,Apr,1.7090756811818064,0.9100861317481855,0.060391097762100096,-9.02895439572464
NJ,May,0.579611426052111,0.9147979562531763,0.5263451540607189,12.729496346394793
NJ,Jun,1.2299900497947034,0.6231354056632238,0.04839620431896552,8.167209027821894
NJ,Jul,1.8910155619829352,0.7966066722977327,0.017604250102078323,1.707644426284741
NJ,Aug,2.5376386467256236,0.7239347859540192,0.0004560219428878469,-8.280568422121505
NJ,Sep,2.79454638111179,0.6964464120212724,6.005892104527154e-05,-15.576927411692816
NJ,Oct,1.8427800503404677,0.9035713589873855,0.04140608095267609,-8.217076188875811
NJ,Nov,1.6108844973703635,1.1211559850180826,0.15077290929520776,-11.157993545848925
NJ,Dec,1.9982118188373656,1.5838974584479257,0.20710030589558015,-22.564923048291814
WI,Jan,2.8272895774374716,1.628415169849383,0.08252466097091825,-45.95140964558686
WI,Feb,0.0968305250732498,1.888588871609162,0.9591092873168288,-4.478099178902533
WI,Mar,1.6990336598917126,1.6271218462943888,0.2963948490062208,-20.31028577714897
WI,Apr,-0.21392919184779025,1.3603190932699782,0.875036808412285,14.90940171791052
WI,May,-0.4800005573745829,1.1558953323689285,0.6779493877991694,25.522716708103204
WI,Jun,1.859643295314649,0.8985471104175967,0.038488754636603166,-3.1046980792686885
WI,Jul,1.5513007889248835,0.9695751625471162,0.10960303852760435,3.9132634170453864
WI,Aug,1.0376215971411433,0.8573156597294213,0.22615822547944686,10.244610824649499
WI,Sep,3.467580508377255,0.8491774776510597,4.437046429402082e-05,-28.955399052498063
WI,Oct,0.597998465584287,1.1885239367809455,0.6148631647973273,4.60136440788604
WI,Nov,3.8120274643367074,1.7001407643817887,0.02494951910067774,-50.046068808284886
WI,Dec,3.76744533034726,1.8022916107440474,0.03658512266360372,-56.855108484451506
KY,Jan,3.053213874023154,1.5475087455882377,0.04849709967517403,-38.56480235832427
KY,Feb,1.4129058524493523,1.7865400318116038,0.42902477684046736,-12.588845495934367
KY,Mar,2.1231598716432067,1.3750154215563626,0.12256436267357361,-17.159706913298287
KY,Apr,1.984620944691124,1.0907665247207092,0.06883920006386461,-9.444695532510986
KY,May,1.2067615342818836,1.0879286932274896,0.2673316121501953,6.41026238543278
KY,Jun,1.4092980738377787,0.7950759069776518,0.07630616594939452,7.965681332119271
KY,Jul,0.17101460994343717,0.8314133879347017,0.8370319521097593,27.815953370781344
KY,Aug,0.5563319226232806,1.0076924488034393,0.5808900932202985,22.168459306317096
KY,Sep,2.7436200615712814,1.050124415790533,0.008984012686547645,-12.536452941435174
KY,Oct,1.4568891440079481,0.9970006679750109,0.1439408151880931,-0.47498259908573814
KY,Nov,1.273254893112247,1.4419544574941427,0.37723285909355786,-4.8261084304866095
KY,Dec,2.848955408881473,1.9256911892839288,0.13902125323583284,-33.33291018360208
MD,Jan,2.7627934778830223,1.3148388536708113,0.03561980464087796,-35.56973225543862
MD,Feb,2.0391568822375286,1.5103165588656833,0.1769672399130776,-23.45801980030172
MD,Mar,2.7103281514368702,1.3032923138301498,0.03756213447072611,-28.389398806970846
MD,Apr,2.187608583818546,0.9283087441256282,0.018445444463390814,-14.793959327944451
MD,May,1.03302416295954,1.033098089479339,0.317345139024769,6.901777210745379
MD,Jun,1.3122439911069146,0.6506584455460517,0.04371702465268921,7.729082756346999
MD,Jul,1.4586136326350445,0.8480220014155943,0.08542905699920822,8.443781402548927
MD,Aug,2.1205181054595448,0.7698508023570608,0.005879027412253959,-1.8181277195648207
MD,Sep,2.310925463567612,0.7882796447000785,0.0033721408891907553,-8.053835607559686
MD,Oct,1.6492021473457523,0.9532471344642427,0.08361441914678013,-4.818770499230439
MD,Nov,1.3525289936794227,1.1967389807283628,0.2584009020172584,-6.907844306764512
MD,Dec,1.8878494187683443,1.667434971935532,0.25755551678682986,-20.324815105280713
WY,Jan,2.3080847314760535,1.0905172388026194,0.03430191601497798,-34.67282032920165
WY,Feb,-0.03481704647758943,1.5113928425540395,0.9816212395453814,0.4508143687294117
WY,Mar,0.7863312285653388,1.224997616524966,0.5209353268706399,-5.799880076746067
WY,Apr,0.02248322797818092,1.2960929182430276,0.9861598496684307,9.929587186361372
WY,May,-1.358992425864456,1.2355404769684797,0.2713681279279603,35.47069984224662
WY,Jun,2.161422944094535,1.3777802067645468,0.11670108614741372,-8.191571739700732
WY,Jul,3.7171101157807525,1.0317101263419037,0.0003147315758853244,-25.827994922541404
WY,Aug,1.225227359737714,0.8094509206061129,0.13011401380182466,8.903408507171351
WY,Sep,4.26399831845011,1.0149999206509372,2.657574998118016e-05,-40.35693068245038
WY,Oct,0.6392013050346271,1.3629797302215676,0.6390886144056188,2.9870160849051537
WY,Nov,4.04890828368708,1.5201175253559165,0.007732103362005469,-54.28348484075893
WY,Dec,1.5304573841080376,1.2097379312443917,0.2058301713711692,-23.73358932421097
DE,Jan,2.7720274078514358,1.3456750404955817,0.03940302914067154,-34.58044029079707
DE,Feb,2.1331908062713505,1.5632032386469776,0.17237002040883342,-23.801143848592023
DE,Mar,2.3745283475157137,1.3163585244050267,0.07125303547364685,-22.73334446094249
DE,Apr,2.0728205491699416,0.91047858932845,0.022808482236847828,-12.458705386349369
DE,May,0.6500853858993316,0.9879782645868641,0.5105409357817026,13.104500709031772
DE,Jun,1.1196321325479857,0.6831054647698718,0.10120646849204194,11.164722784588632
DE,Jul,1.4323764884399726,0.840162687330109,0.08821682357919981,9.461316454984065
DE,Aug,2.212733743839873,0.7767056505541703,0.0043874747665423805,-2.6245827393834578
DE,Sep,2.2193851842997843,0.7104868298149644,0.0017856043659366836,-6.062349726999733
DE,Oct,1.8251163177331224,0.913130958745782,0.04563590640170808,-6.469078659160843
DE,Nov,1.1583962914334442,1.1288431759337745,0.304806746296713,-3.0123077170359105
DE,Dec,2.0500630827044137,1.6491103368447437,0.2138189159262125,-21.442082877235624
CT,Jan,2.565515968082674,1.3492495759661027,0.05724451555459926,-35.77817544072569
CT,Feb,1.815611225732927,1.5181125226731096,0.23170975944190653,-23.616444255245153
CT,Mar,1.7257035560171903,1.3658746075519097,0.20643032298339326,-17.917892436897702
CT,Apr,0.9544528537446998,0.914171988165471,0.29645639206441887,-0.39242001864205545
CT,May,0.31146461826150584,0.9473864735750475,0.7423356302001085,14.825476781513192
CT,Jun,1.291983753950154,0.74960333231333,0.08478792313862926,5.590090202976429
CT,Jul,2.1934023160827874,0.9357184180481604,0.019073889078014734,-3.869538614662419
CT,Aug,3.2076130883158087,0.7456271540449831,1.6934011327337222e-05,-18.993315755594686
CT,Sep,3.056865156599025,0.6898282527060893,9.364826443857534e-06,-20.782876268783646
CT,Oct,1.72081250628277,0.9094815964267906,0.058480239527867475,-8.206104957088016
CT,Nov,1.4954280939326292,1.116998567701234,0.1806385861079074,-11.390003498215714
CT,Dec,2.152118832605166,1.5548712794550201,0.16632360463070817,-26.84124419532357
VT,Jan,3.116941232243974,1.5512224495301616,0.0445005478070819,-49.088789619090115
VT,Feb,2.0103334728656526,1.6358281234058556,0.21909456430283303,-31.52729427526082
VT,Mar,2.2674711106309817,1.4156580198687152,0.10922014293281054,-30.027141884418395
VT,Apr,0.3201034950324776,1.0746473406149808,0.7658035990142104,5.839356275215979
VT,May,0.9317005480079412,1.1182066371167827,0.4047265075422638,4.261932097321654
VT,Jun,1.7014278103066307,0.7829033140849503,0.029763122293835792,-2.370414502232176
VT,Jul,2.1004570874345787,0.7651813993789214,0.006050266995603266,-5.567626394716285
VT,Aug,2.66828327168421,0.6323043414952436,2.4437268007956414e-05,-14.40609200730647
VT,Sep,3.6570341997583853,0.7210147614057585,3.93520586720397e-07,-32.75287901166973
VT,Oct,2.1202493158907116,1.066526713801627,0.04681229050755643,-17.733558759149286
VT,Nov,1.6186243576817452,1.2705489550035733,0.20267876105684202,-17.736625794075334
VT,Dec,2.315146028818293,1.7015292012508123,0.17363169562113312,-34.32056258568954
KS,Jan,2.2723876477053264,1.43911813077068,0.11433285041574727,-27.6215436060065
KS,Feb,0.2551742444682358,1.9930994724973803,0.8981261375201421,3.7751858068074804
KS,Mar,2.0431092336484764,1.529802283391817,0.1817002943827346,-15.345058085142695
KS,Apr,1.180525969290647,1.2955785514229652,0.36219212119214583,2.724751120535136
KS,May,0.13220958185443088,1.0971785346525855,0.9040873912204189,22.630451200494676
KS,Jun,3.5392467447058316,1.1438774232422055,0.001974251237858348,-20.746712804442623
KS,Jul,1.0043602774634746,1.0395037001203504,0.3339480582426291,18.461518025021828
KS,Aug,0.4145712438340078,1.2358444180516914,0.737281241257085,25.863780071241198
KS,Sep,3.1006017339669736,1.0194045455342704,0.0023533905460707003,-16.826708208954493
KS,Oct,1.245790113896551,1.1427390085668443,0.2756342849175243,2.3297036878547797
KS,Nov,4.5434489754308505,1.4020353500481877,0.0011927448251845513,-52.84161037093755
KS,Dec,3.5778820772403854,1.507070594554137,0.01759349963155086,-45.57175351709547
CA,Jan,1.6765335818270435,1.1065061978311839,0.12973196989681096,-12.78992845374254
CA,Feb,1.8570503096882813,1.356486479327321,0.17099459255810268,-13.79397998342511
CA,Mar,1.713354700677388,1.3221688927323592,0.19502139769924387,-9.178887249148605
CA,Apr,0.687285496838345,1.2695338467350388,0.588253689107155,9.052592641979173
CA,May,-0.09572978797842809,1.2287808307195052,0.9379025750573896,24.663543420815838
CA,Jun,2.274561451347479,1.117980056574933,0.0418984134249579,-4.11305443922798
CA,Jul,2.7278235596026974,0.7561122984869793,0.00030892776599359415,-6.915541104154656
CA,Aug,2.197287765012784,0.5574354469447237,8.087922465950738e-05,0.3043879759416406
CA,Sep,2.9489521906051825,1.0072665154855902,0.003415033304307675,-13.600768286437491
CA,Oct,2.2507843299677597,1.181858411516179,0.05685225464358146,-9.455702147205406
CA,Nov,3.1842450641224733,1.1634879906771098,0.006203819419827297,-30.075119623043484
CA,Dec,0.7825716901815288,0.9756133425451801,0.42247600824794096,-0.3632328437246337
NY,Jan,2.5607218863629795,1.4684167110649584,0.08118246920993236,-38.88851570268606
NY,Feb,1.6643740698385692,1.606268610652518,0.30012088746184795,-24.570602219015843
NY,Mar,2.2113174826487887,1.527618193339638,0.14774042128586506,-27.359298560761523
NY,Apr,0.6277387095736588,1.0629413495736855,0.5548101868963016,2.6510703527195933
NY,May,1.0204655773725364,1.1143097450909367,0.3597808835461852,3.7325511077928457
NY,Jun,1.7633684889078092,0.7451251146992167,0.017955227383084138,-2.437941261598313
NY,Jul,1.9153555240392426,0.8222474986241501,0.019837099744920525,-1.8710562026526407
NY,Aug,2.5816585971718817,0.7271517258701896,0.00038468821759693185,-12.01415110920321
NY,Sep,3.3308296102345945,0.7421425779076188,7.185233440286787e-06,-26.674504217434624
NY,Oct,1.858804498849576,1.0540233555467469,0.07781071196414742,-12.454807904399193
NY,Nov,1.982767511446396,1.349124180737155,0.14165111608584363,-21.19051967822721
NY,Dec,1.93484608796491,1.7304575375727629,0.2635189769252324,-26.864750502305796
SD,Jan,2.161722648640549,1.8134861110094933,0.23325103906888212,-32.336084309832145
SD,Feb,-1.1938881876697267,2.4936422257033,0.6321002355097651,17.982653040973524
SD,Mar,1.3890591046968912,1.901544162945424,0.46509068825373523,-12.216781060472748
SD,Apr,-0.260692657618442,1.4900142573002297,0.861111188993386,18.398921881787594
SD,May,-1.6971517106495624,1.293307517399727,0.18943346987834353,45.34789260079768
SD,Jun,3.1203829036049116,1.2461614859686667,0.012279955413383517,-17.91755846805279
SD,Jul,2.4933014321338827,1.3341266489343027,0.06164172061837357,-5.162631205822766
SD,Aug,0.6339385060531509,1.1193673592961033,0.5711651049869599,20.350354867462173
SD,Sep,4.141855649953229,1.127787501314808,0.00024014242742194017,-35.21949206768231
SD,Oct,-0.25000698880637107,1.4364182323365764,0.8618270454125939,18.7767159953372
SD,Nov,5.8890010871062195,1.9439474635415357,0.0024503723920996875,-78.2791173921288
SD,Dec,2.7475793257724366,1.9754806297406413,0.1642736669607392,-40.160480098041
AL,Jan,2.4977021201621845,1.2953778058040037,0.05383460868251006,-23.48479984050956
AL,Feb,1.9240786619934815,1.3163571512143408,0.143831890087672,-12.764459138757804
AL,Mar,1.917718087587136,1.064396143337509,0.07159327531943091,-8.333847474782656
AL,Apr,1.7237148630335453,0.8527163523768287,0.04323424725638172,-1.4458408175859834
AL,May,1.1050329605125757,0.7541042100555587,0.1428231530080643,11.84699071268202
AL,Jun,0.7485851553837709,0.854864329880511,0.3812055737332568,20.5552949986662
AL,Jul,0.5820988717683545,0.8164917046680626,0.4758910137831047,24.257704582825816
AL,Aug,0.8836863009075607,0.7974258249134947,0.2677868208091182,19.789694443048084
AL,Sep,2.3807402055167395,0.9523544008412685,0.012424698517694985,-4.205171763002143
AL,Oct,2.2881292632853105,0.9125750965322833,0.012164619659367094,-8.108398052526763
AL,Nov,1.5675090891820636,1.19517450259962,0.18967823574781395,-3.754022817801564
AL,Dec,2.8084372613414947,1.4753599079334716,0.05696741043225149,-26.28527248751395
LA,Jan,2.063136254859997,1.2285660864665784,0.09309276243271417,-15.29414640794074
LA,Feb,1.512841174125219,1.3127560098511986,0.24915012414075755,-5.29357418784249
LA,Mar,1.6748165817674943,0.9865724885764288,0.08958115308760213,-3.508868090803018
LA,Apr,1.1131972211084808,0.7754158320929597,0.15111243027182675,8.427261167039056
LA,May,0.9158041915395523,0.7877122013280624,0.24498668481397634,15.300925891319801
LA,Jun,1.223550977478644,0.8382820099292188,0.14440182521869419,14.115202052046037
LA,Jul,0.6615165205830331,0.668988528793774,0.32274588939771665,23.31050144600958
LA,Aug,0.4205671066188978,0.8466457377477896,0.6193688267636759,26.978514196611957
LA,Sep,1.8348981895983285,0.7993529448531588,0.0217056676941603,4.339006437831635
LA,Oct,2.228810032025801,0.6053497496825462,0.00023154305031756691,-6.137619614533797
LA,Nov,1.7865493150890286,1.0370854654493136,0.08494938801287462,-5.519729574418514
LA,Dec,2.7518235403333122,1.3372159451029981,0.03960211423698357,-23.742027790098888
HI,Jan,1.081208510128572,0.2542357475577504,2.1113368832129334e-05,6.822339912162011
HI,Feb,0.43670057359932013,0.3645028288093832,0.23088905182775832,15.873074973922506
HI,Mar,0.4894938241732284,0.4607648848118536,0.2880765784697271,15.224287345114483
HI,Apr,1.1412606739177331,0.3768236179624942,0.0024566242134423408,6.33771532972343
HI,May,1.0597900965984413,0.38305740140204203,0.005663355664545568,8.335214148921459
HI,Jun,0.6771452554080355,0.3140999263147739,0.031097138163437014,14.725048092383815
HI,Jul,0.9464881546916439,0.2857886807089176,0.0009268248595652574,11.4402249000984
HI,Aug,0.775491604524374,0.32239126804324736,0.01615317524543512,14.283168852520685
HI,Sep,0.8376791762130114,0.320110325506718,0.008874657221403,13.279309329640999
HI,Oct,0.7900934666751512,0.3365465536969548,0.018892272027450443,13.513831316610393
HI,Nov,0.816939242430146,0.2707285664419936,0.002548199903573934,12.152575150754316
HI,Dec,0.8281483902422215,0.3524288364246207,0.018781910017910422,10.930243120805411
MT,Jan,2.6004045506130375,1.5597232627244981,0.0954703190317917,-39.41232935693045
MT,Feb,-0.9914553930055583,2.5139123429345083,0.6932950330663148,13.857814309513817
MT,Mar,0.27605243723096584,1.7113529507765997,0.8718519660872727,1.5489551050057693
MT,Apr,-0.8591505685796819,1.3575088029933031,0.5268070072822854,23.57327056303897
MT,May,-1.2743232749614788,1.2476890204689532,0.30709012800208035,35.31264850660719
MT,Jun,0.6333024275023431,1.2776550386902013,0.6201233050230228,13.242994001400664
MT,Jul,3.7850101358360755,1.5327399995837379,0.013532454458223864,-26.755063326269443
MT,Aug,1.8597691766220104,1.1630474125211714,0.10980983484006913,0.395733277136495
MT,Sep,4.081632303997652,1.5032729518731283,0.006624299698554058,-37.70119385267518
MT,Oct,-0.42437576538349064,1.3220320439131132,0.7482083965002329,18.29380222609556
MT,Nov,3.773014186880923,1.8518094877315134,0.041602537672344696,-50.71726890102178
MT,Dec,1.5710259256248769,1.6722143402937104,0.3474800603629724,-24.876435755130302
NV,Jan,1.8757086181602167,1.4878725177404653,0.20742961497522627,-22.466131919217823
NV,Feb,1.1428700196716166,1.4821621569504868,0.44065774547492,-9.43708842746841
NV,Mar,1.8072460384377775,1.3589960516272503,0.18357130179547665,-14.480029809729917
NV,Apr,0.7517652160336677,1.3893163071295376,0.5884356012151292,5.238552115096136
NV,May,-0.2658493204310524,1.3390632705928853,0.8426274419373063,25.036571578419174
NV,Jun,3.1235449795676278,1.3219060658639854,0.018132075453330326,-17.124146242308207
NV,Jul,4.014118638383383,0.8775379908808628,4.778236104122899e-06,-25.533941564762628
NV,Aug,2.60460282027687,0.7313298174433454,0.00036879651645636965,-6.310095549087382
NV,Sep,3.7766695690750933,1.122152874203365,0.0007638925582493853,-28.03118952044795
NV,Oct,2.340261012430017,1.362846350296409,0.08594514719380557,-14.941564434410045
NV,Nov,4.231476815079736,1.4733107083747918,0.004077704425962739,-50.4541426149075
NV,Dec,0.5279676631050312,1.065642969986794,0.6202859161487293,-3.312929429520027
WA,Jan,2.085507800901626,1.1318517161685089,0.06539287807564775,-28.215795553308485
WA,Feb,1.2621055860583805,1.4283784593907507,0.37691581623400006,-14.223116837461706
WA,Mar,0.3521591154506565,1.1252286843291401,0.754305956726804,2.7997487187300356
WA,Apr,1.3474813753096015,1.1833719538821124,0.2548368594619691,-7.338477440132933
WA,May,1.9559452134485977,1.2264399822237273,0.11075355095214827,-11.084339128363135
WA,Jun,1.3174879446614356,1.3067960527848377,0.3133672126274336,1.8135350457055832
WA,Jul,3.6707818048728846,1.4029059776481796,0.008882183936204916,-27.377140200890004
WA,Aug,3.069802867864497,0.8188897455169554,0.0001777268376028457,-18.557572995731654
WA,Sep,2.250546779682971,1.2910191373327018,0.0812929752601987,-11.258930005850399
WA,Oct,0.5358646443577577,1.2353359181732146,0.6644478361262109,5.835230476078298
WA,Nov,2.983296449310429,1.2231751656602503,0.014728893899212017,-37.24908476816652
WA,Dec,1.698307198724605,1.0825770982471252,0.1167031076673807,-23.33547175202898
RI,Jan,2.131980503383711,1.07330351889759,0.04699198720189888,-27.5860859674035
RI,Feb,1.649790808730212,1.1067786551206436,0.13606024369551423,-20.287405795308892
RI,Mar,1.3946104342560497,0.9351287075129356,0.1358678780737832,-13.907120247840474
RI,Apr,0.9043181131647786,0.624076261821725,0.14732343814808585,-2.2359632096328284
RI,May,0.4982330583764057,0.591322466704719,0.39946662154785884,8.655029345117388
RI,Jun,0.9557166353698395,0.5894022879729623,0.10491014988159687,7.046357037275742
RI,Jul,1.9425323082096595,0.6557217229658064,0.003052172638874645,-3.347614773968706
RI,Aug,2.9731803894498956,0.48849879744176067,1.1550531385512022e-09,-18.162673612909877
RI,Sep,2.640460321431704,0.45156073149797543,4.992885748636796e-09,-16.42664622581092
RI,Oct,2.0156445788993818,0.6739013366806557,0.0027805781726243737,-12.58661882882904
RI,Nov,1.4509841748026675,0.840885286728177,0.08442956419652577,-9.706051749210808
RI,Dec,1.8493736864220178,1.367586481741401,0.17628252402633804,-20.397373606742846
NC,Jan,2.6619912438158977,1.2094311551510493,0.02773407638429357,-28.900293526418523
NC,Feb,1.856977449255559,1.4407725851978141,0.1974411403538654,-15.164655077230954
NC,Mar,1.8648824595511995,1.088040624115572,0.08653196175522491,-11.049127434125285
NC,Apr,1.9167269502383615,0.9514335784035329,0.04395000937807209,-6.84401746329563
